Comentario Original;text;Polaridad Manual;Polaridad Obtenida
Un gran profesor conoce la materia y a su vez maneja perfectamente el dominio del idioma de manera dinamica e interesante.;   conoc      vez manej perfect  domini  idiom  maner   interes;positive;positive
muy buen maestro, sabe dar clases y aporta cada uno de sus conocimientos a los alumnos; buen   dar   aport    susconoc  ;positive;positive
Tenemos trabajando mucho tiempo con este profesor y la verdad es excelente en como imparte su clase.; trabaj        verd  excelent   impart ;positive;positive
La clase es muy completa e interesante.;    complet  interes;positive;positive
Muy buen desempeñoo del profesor; buen desempeño ;positive;positive
Es un gran maestro y una gran persona que siempre expone de manera clara sus clases.;         siempr expon  maner clar ;positive;positive
Es muy buen maestro y sus clases son claras y de una manera participativa;  buen      clar    maner particip;positive;positive
Muy buen profesor, domina sus temas y aclara dudas de aplicaciones industriales.; buen  domin    aclar   aplic industrial;positive;positive
Excelente maestro. Muy interactivas sus clases y aprendo mucho con su forma de enseñar.;excelent   interact    aprend    form  enseñ;positive;positive
el profesor nos ayuda a comprender lo que no entendemos y a reafirmar nuesto conocimiento.;  nos ayud  comprend   no entend   reafirm nuest;positive;positive
Es un excelente profesor, mantiene atenta a la clase, sabe del tema y nos lleva prácticas para reforzar el aprendizaje.;  excelent  mantien atent        nos llev practic  reforz ;positive;positive
Es un maestro malisimo y no se da a entender, no sabe dar clase y en su clase no se aprende mucho.;   malisim  no  da  entend no  dar      no  aprend;negative;negative
Considero que el profesor no sabe dar clases, su clase es muy fastidiosa ya que no sabe nada del tema que esta impartiendo.;consider    no  dar      fastidi   no       impart;negative;negative
Le hace falta más como profesor ya siempre se desvía mucho de los temas.; hac falt     siempr  desv   ;negative;negative
Debe de mejorar su desempeño en general.;deb  mejor  desempeñ  general;negative;negative
Tiene falta de experiencia frente a un salón de clase, se le nota nervioso y dudoso al momento de explicar las cosas.;tien falt   frent   salon     not nervios  dudos  moment  explic ;negative;negative
En ocasiones no entiendo algunos términos y hace falta retroalimentación.; ocasion no entiend  termin  hac falt retroaliment;negative;negative
Se observa que es un muy buen profesor y muy extricto siendo eso es muy bueno para la clase.; observ     buen    extrict     buen  ;positive;positive
SIEMPRE NOS INCULCA A OPINAR sobre el tema visto en la clase;siempr nos inculc  opin    vist  ;positive;positive
Excelente servicio ya que nos explica la clase de una manera que se logra entender el tema;excelent    nos explic     maner   logr entend ;positive;positive
Es un profesor muy atento, muestra consideración a aquellos alumnos que en ocasiones perdemos noción de ciertos conocimientos.;    atent muestr consider  aquell    ocasion perd nocion  ciertosconoc;positive;positive
divaga en cuanto algunas aclaraciones, como recomendación u opinión debe de hacer mas dinámicas las clases.;divag    aclar  recomend u opinion deb    dinam ;negative;positive
Hay ocasiones que no explica muy claro y se pierde el interés.;hay ocasion  no explic  clar   pierd  interes;negative;negative
Es un buen profesor y respeta su calendario de evaluación de una manera responsable.;  buen   respet  calendari  evalu   maner respons;negative;positive
Le gusta enseñar, da sus clases con pasion, sabe mucho, más profesores como el.; gust enseñ da    pasion     ;positive;positive
Es un excelente profesor, aplausos para el.;  excelent  aplaus ;positive;positive
Quiere que todas las cosas sean igual, no tiene rango de tolerancia ante cualquier insidente.;quier  tod   sean igual no tien rang  toler   insident;negative;neutral
Siempre parece que no lleva las clases preparadas y por esa razón se tarda para explicar los temas.;siempr parec  no llev   prepar    razon  tard  explic ;negative;negative
Excelente maestra, he aprendido mejor los temas que nunca.;excelent   aprend mejor    nunc;positive;positive
Muy buena maestra, aparte de cuenta con los conocimientos considero que evalúa de forma correcta e imparcial; buen  apart    losconoc consider  evalu  form correct  imparcial;positive;positive
Es excelente los contenidos que vemos, además ha tomado en cuenta nuestras opiniones y nos hace reforzar las habilidades.; excelent  conten  vem   tom   nuestr opinion  nos hac reforz  habil;positive;positive
Excelente maestra, muy bien preparada y sobre todo es paciente.;excelent   bien prepar     pacient;positive;positive
Muy buen profesor, nos gustan sus dinámicas, están relacionadas con los temas y nos deja una muy buena enseñanza.; buen  nos gust  dinam  relacion     nos dej   buen enseñ;positive;positive
Excelente maestro, muy bien preparado y sobre todo respetuoso;excelent   bien prepar    respetu;positive;positive
Hay veces en las que muestra una actitud de enojo.;hay vec    muestr  actitud deenoj;negative;positive
Buen profesor, se ve que sabe mucho y transmite su conocimiento a los alumnos.;buen   ve     transmit    ;positive;positive
Sabe mucho, sin embargo es incumplido en asistir y en el horario, creo que podríamos aprovechar más la clase.;   embarg  incumpl  asist     cre   aprovech  ;negative;positive
Debería de tener un poco mas de proactividad en sus clases, ya que siento que se avanza a un ritmo muy lento;deb       proactiv      sient   avanz   ritm  lent;negative;negative
Casi no nos da clases, es un egoista y arrogante.;casi no nos da    egoist  arrog;negative;negative
Es un buen profesor, te ayuda mucho cuando tienes un problema o una duda;  buen   ayud   tien  problem o ;positive;positive
Le falta explicar más y no dejar tanto trabajo de investigación pues se pierde gran cantidad de tiempo de clases.; falt explic   no     investig   pierd  cantid   ;negative;negative
Tiene preferencias en cuánto dejar entrar alumnos tarde.;tien preferent  cuant  entrar  tard;negative;negative
Excelente profesor, los temas los explica de una manera fácil y practica de entender, yo lo recomiendo para cualquier materia.;excelent     explic   maner facil    entend   recom  ;positive;positive
Muy buen maestro, muy preparado, respetuoso.; buen   prepar respetu;positive;positive
El maestro es muy bueno al impartir la clase, es de los pocos maestros que traen preparada la clase y las practicas.;    buen  impart         tra prepar    ;positive;positive
Excelente maestro, muy serio y centrado.;excelent   seri  centr;positive;positive
Los exámenes debería de diseñarlos menos extensos pues es muy complicado terminarlos.; examen deb  diseñ  extens    complic termin;negative;negative
Creo que son muy rápidas me gustaría que fueran un poquito mas despacio para comprender mejor.;cre    rap  gust  fuer    despaci  comprend mejor;negative;positive
Un profesor excelente y bien preparado, ya que da mucha alegría y emoción aprender los temas, ojala que siga asi.;  excelent  bien prepar   da  alegr  emocion aprend   ojal  sig asi;positive;positive
Es un buen profesor, exige lo que enseña, vale la pena tener a este tipo de profesores.;  buen  exig   enseñ val  pen    tip ;positive;positive
Me gusta su manera de exigirnos, pues trata de formarnos, creo nos va servir mucho en el trabajo.; gust  maner  exig  trat  form cre nos  serv   ;positive;positive
Algo irrespetuoso en ciertas ocasiones y eso es muy molesto.; irrespetu  ciert ocasion     molest;negative;negative
La retroalimentación siempre es parte de la clase del maestro, eso es muy bueno.; retroaliment siempr  part         buen;positive;positive
Es muy llevadito, es irrespetuoso con la mayoría de las personas, dice groserías.;  llevadit  irrespetu       dic gros;negative;negative
La forma en la que enseña no es la apropiada, ya que siempre tenemos dudas, y si se le pide aclaraciones mas a fondo se molesta.; form    enseñ no   apropi   siempr    si   pid aclar   fond  molest;negative;positive
Cuesta entender que es lo que nos quiere transmitir, es muy raro y extraño.;cuest entend     nos quier transmit   rar  extrañ;negative;positive
Creo que no tiene total dominio de los temas, me he percatado que no trae preparadas las clases o al menos eso es lo que parece.;cre  no tien  domini      percat  no tra prepar   o       parec;negative;negative
Se molesta cuando se le pide que explique algo, generaliza el mal comportamiento de algunos y no es capaz de establecer el orden.; molest    pid  expliqu  generaliz  mal comport    no  capaz  establec  orden;negative;negative
Un profesor malo en realidad, muchas veces parece que no sabe ni de que habla, exige mas de lo que enseña.;  mal  realid  vec parec  no  ni   habl exig     enseñ;negative;negative
El maestro se exalta cuando recibe una opinión sobre su clase. Incluso un día nos dijo que ya no explicaría mas.;   exalt  recib  opinion      dia nos dij   no explic;negative;negative
Cuando un alumno tiene una duda no contesta a la petición del alumno.;   tien   no contest   peticion ;negative;negative
Es irracional, abuso de poder, la mayoría de las veces viene con enojo a dar clase, pone faltas inexistentes.; irracional abus       vec vien conenoj  dar  pon falt inexistent;negative;negative
Muy mala profesora y muy arbitraria en su comportamiento.; mal    arbitrari   comport;negative;negative
Considero que no tiene un total dominio del tema y no nos explica con toda la claridad.;consider  no tien   domini    no nos explic    clarid;negative;positive
Intentamos aclarar una duda con la profesora y se exalto sin aclarar nada; aclar        exalt  aclar;negative;neutral
La maestra aparte de carecer del conocimiento de ingles basico, es practicamente incompetente.;  apart  carec     basic  practic incompetent;negative;positive
Pésima maestra se nota que es primeriza, no sabe escuchar, se pone en forma defensiva cuando como grupo nos dirigimos a ella.;pesim   not   primeriz no  escuch  pon  form defens    nos dirig ;negative;negative
Es un muy buen profesor además me gusta mucho su trabajo;   buen    gust  ;positive;positive
Buen profesor pero siempre falta mas explicación de cada uno de los temas.;buen  per siempr falt  explic     ;negative;negative
EN OCASIONES LOS ALUMNOS PIENSAN QUE NO IMPARTIRA CLASES PORQUE NO ES PUNTUAL.; ocasion   piens  no impartir   no  puntual;negative;negative
son buenas sus asesorias como apoyo para los alumnos.; buen  asesori  apoy  ;positive;positive
Explica muy bien los temas y siempre muestra mucha disposición para nuestro apoyo.;explic  bien    siempr muestr  disposicion  nuestr apoy;positive;positive
Es perfecto cada uno de sus intentos por explicarnos.; perfect     intent  explic;positive;positive
Su falta de autoridad propicia al relajo de todos los alumnos.; falt  autor propici  relaj   ;negative;negative
Nos fatiga con su clase tediosa y aburrida en la cual no se esfuerza nada.;nos fatig    tedios  aburr    no  esfuerz;negative;negative
Necesita tener mayor control con el grupo por medio de la asignacion de actividades y mostrar liderazgo como maestra.;necesit   control        asignacion    mostr liderazg ;negative;negative
es una de mis clases favoritas ya que el profesor explica muy bien los temas;     favorit     explic  bien ;positive;positive
El profesor me cae muy bien en todo momento.;   cae  bien   moment;positive;positive
En ocaciones se expresa mal hacia los alumnos y eso es defraudante.; ocacion  expres mal       defraud;negative;negative
Desempeño regular, le hace falta aclarar de mejor manera las dudas.;desempeñ regul  hac falt aclar  mejor maner ;negative;positive
Sus conocimientos son destacables, conoce perfectamente su materia y sus conocimientos.;susconoc  destac conoc perfect    susconoc;positive;positive
Conoce la materia de una manera excepcional.;conoc     maner excepcional;positive;positive
Es un proceso interesante conocimiento que desea impartir en el alumno.;  proces interes   dese impart  ;negative;positive
Es muy paciente tratar de dar su clase.;  pacient trat  dar ;negative;positive
el curso que imparte es muy bueno;   impart   buen;positive;positive
Tienen el conocimiento y la dispocisión para tratar al grupo.;     dispocision  trat ;positive;positive
Tiene buen criterio y una manera genial de pasar su conocimiento.;tien buen criteri   maner genial  pas ;positive;positive
DE LOS PEORES QUE HE CONOCIDO, NO DA NI SIQUIERA CLASES.;  peor   conoc no da ni siqu;negative;negative
Falta mayor compromiso con la clase y con cada uno de sus alumnos.;falt  compromis         ;negative;negative
Resulta una materia de interés para los alumnos gracias al aprendizaje.;result    interes    graci ;positive;positive
El alumno no interfiere para nada en la clase.;  no interfier    ;negative;negative
Sería adecuado contar con mayor material para su clase.;ser adecu cont     ;negative;positive
MAYOR DISPONBILIDAD PARA EXPLICACIONES Y ASESORIAS.; disponbil  explic  asesori;negative;positive
Tiene un gran empeño en transmitir los conocimientos y eso lo hace muy eficiente.;tien   empeñ  transmit losconoc    hac  eficient;positive;positive
Debería ser más accesible y ayudar en lo que no sabemos.;deb   acces  ayud    no;negative;negative
El profesor bajo su nivel y se volvio como la mayoria, nefasta su actitud.;  baj  nivel   volvi   mayori nefast  actitud;negative;negative
Uno de los pocos profesores que en verdad valen la pena, muy bien.;       verd val  pen  bien;positive;positive
Un profesor sobresaliente y tiene un amplio criterio de analisis para la solucion de problemas.;  sobresalient  tien  ampli criteri  analisis   solucion ;positive;positive
El maestro esta acomplejado y se desquita con nosotros en clases;   acomplej   desquit  nosotr ;negative;positive
Este maestro no ha dado ni una sola clase, se la pasa dejándonos exponer;  no  dad ni  sol    pas dej expon;negative;negative
Creo que el maestro es fanático de las matemáticas, esta loco;cre     fanat   matemat  loc;negative;negative
El maestro come en el salón de clases lo cual no esta permitido;  com   salon     no  permit;negative;negative
Pienso que su clase es últil para mi formación como ingeniero;piens     ultil   formacion  ingenier;positive;positive
Usa sus conocimientos de buena manera para apoyarnos en clase;usa susconoc  buen maner  apoy ;positive;positive
Fomenta la unión grupal en sus clases;foment  union   ;positive;positive
El maestro se comporta de manera insoportable, nos trata mal;   comport  maner insoport nos trat mal;negative;negative
es inaceptable su actitud hacia las compañeras; inacept  actitud   compañer;negative;negative
es un maestro machistaes un profesor machista;   machist   machist;negative;negative
tiene un compartamiento turbio, no lo entiendo;tien  compart turbi no  entiend;negative;negative
tristemente reprobaré la materia porque no le entiendo;tristement reprob    no  entiend;negative;negative
es terrible en los exámenes pone ejercicios que no se ven en los temas vistos en clase; terribl   examen pon ejercici  no  ven    vist ;negative;negative
en sus clases se puede facilmente sentir mucha tensión;     facil sent  tension;negative;positive
demuestra tenacidad en la revisión de las prácticas y las tareas;demuestr tenac   revision   practic   tar;negative;positive
pierde mucho tiempo en sermonearnos antes de empezar la clase;pierd    sermon   empez ;negative;negative
sinceramente el mejor profe que he tenido en todos mis años e estudiante;sincer  mejor    ten    años  estudi;positive;positive
no resuelve ningún problema en clase;no resuelv ningun problem ;negative;neutral
es una persona con alto grado de responsabilidad;    alto grad  respons;positive;negative
es realmente admirable su actitud y manera de dar clases; realment admir  actitud  maner  dar;positive;positive
mis respetos al profesor explica muy bien sus temas; respet   explic  bien ;positive;positive
Tiene buena disposición para ayudarnos, explicarnos y de esta manera logramos aprender.;tien buen disposicion  ayud explic    maner logr aprend;positive;positive
La profesora demuestra determinación al captar totalmente la atención del grupo.;  demuestr determin  capt total  atencion ;positive;positive
Considero que la maestra debe ejercer mayor presencia en el grupo ya que nos distraemos con el desorden de los demás.;consider    deb ejerc  presenci      nos distr   desord   demas;negative;negative
Buen manejo del tema, siempre dispuesta a ayudar;buen manej   siempr dispuest  ayud;positive;positive
Sus clases siempre son las mismas, así que es pura rutina y así no capta la atención para poner atención.;  siempr   mism    pur rutin   no capt  atencion  pon atencion;negative;negative
Seria de gran ayuda que me volviera a dar cuando entremos al otro cuatrimestre con demasiada disponibilidad.;seri   ayud   volv  dar  entrem   cuatrimestr  demasi disponibil;positive;neutral
El maestro esta bien en su forma de dar su materia y sus clases.;   bien   form  dar    ;positive;positive
Es muy buen maestro y aclara tus dudas de una manera en la que la puedas comprender.;  buen   aclar     maner     pued comprend;positive;positive
Muy buen maestro, entregado a su trabajo.; buen  entreg  ;positive;positive
Siga asi, espero que nunca cambie, super buena onda.;sig asi esper  nunc cambi sup buen onda;positive;positive
Muestra un interés único en el desarrollo de los alumnos.;muestr  interes unic   desarroll  ;positive;positive
Buen profe y gran comprensión hacia el grupo;buen    comprension  ;positive;positive
Más organización en su desempeño en la clase.; organiz   desempeñ  ;negative;positive
Le falta organización en los temas y en el grupo; falt organiz      ;negative;negative
es un profesor que falta al respeto a los alumnos;    falt  respet  ;negative;neutral
Presiona mucho en cuestión de tiempo de entrega de trabajos lo cual no es correcto ya que ella no cumple con este aspecto.;presion   cuestion    entreg  trabaj   no  correct    no cumpl   aspect;negative;positive
Muy buena maestra, es clara con lo que pide y es accesible. Las actividades son interesantes.; buen   clar    pid   acces    interes;positive;positive
muy buena maestra, si estoy aprendiendo ingles bien.; buen  si  aprend  bien;positive;positive
Valide el examen de inglés para pasar la materia.;valid  exam  ingles  pas ;neutral;positive
DEBE SER UN POCO MAS RESPETUOSA.;deb     respetu;negative;neutral
no nos ha enseñado nada, es aburrida la sesión.;no nos  enseñ   aburr  sesion;negative;negative
Una asignatura adecuada para saber como esta conformada la carrera.; asignatur adecu     conform  carrer;positive;positive
Problemas con las tareas, pide tarea, no la revisa y en determinado momento la vuelve a pedir, tiene mala memoria.;   tar pid  no  revis   determin moment  vuelv  ped tien mal memori;negative;negative
LE FALTAN ACTIVIDADES, NO VA MUY ACORDE CON LA MATERIA; falt  no   acord  ;negative;negative
QUE NO LLEVE A OTRO PROFESOR, DEBE DE DAR SU MATERIA SOLO.; no llev    deb  dar  ;negative;negative
EL PROFESOR DA MUY BIEN LAS CLASES, PERO A VECES DEDICA POCO TIEMPO EN LOS TEMAS MAS DIFICILES.;  da  bien   per  vec dedic       dificil;negative;positive
Siempre comete errores muy tontos.;siempr comet error  tont;negative;negative
No me parece buena la clase, se hace muy pesada y aburrida.;no  parec buen    hac  pes  aburr;negative;negative
SERIA MEJOR QUE NOS CAMBIARAN DE MAESTRO. YA QUE ESTE HA SIDO UN POCO INTOLERANTES CON NOSOTROS.;seri mejor  nos cambi       sid   intoler  nosotr;negative;negative
Un buen maestro que permite y desea la participación de todos; buen   permit  dese  particip ;positive;positive
Presenta poco dominio del tema y por distraído se equivoca durante sus explicaciónes, lo cual confunde en los alumnos.;present  domini     distraid  equivoc durant  explicacion   confund  ;negative;negative
No confió en su sonrisa a la hora de los examenes.;no conf   sonris      examen;negative;negative
el profesor esta resentido por la evaluación docente;   resent   evalu;negative;negative
el profesor necesita renovarse en temas actuales, no sabe que es big data;  necesit renov   actual no    big dat;negative;negative
pienso que a veces nos guarda rencor porque no le ponemos atención;piens   vec nos guard rencor  no  pon atencion;negative;negative
el profesor es vengativo y toma represalias;   vengat  tom represali;negative;negative
debería relajarse en clases, siempre esta estresado;deb relaj   siempr  estres;negative;negative
nos regaña mucho en clase;nos regañ  ;negative;positive
refuerza los temas antes de aplicar examen;refuerz     aplic exam;positive;positive
recomiendo ampliamente las clases del profesor;recom ampli   ;positive;positive
no escucha quejas ni sugerencias para mejorar su clase;no escuch quej ni sugerent  mejor ;negative;negative
pienso que su clase es pesima, no me gusta;piens     pesim no  gust;negative;negative
NO ENTREGA LOS RESULTADOS DE LOS EXAMENES CUANDO LOS PROMETE, ES MUY INCUMPLIDO.;no entreg  result   examen   promet   incumpl;negative;negative
SU MANERA DE ENSEÑAR ES ADECUADA, ES ATENTO Y RESUELVE LAS DUDAS; maner  enseñ  adecu  atent  resuelv ;positive;positive
A veces es un poco aburrida la tutoria grupal que nos brinda.; vec    aburr  tutori   nos brind;negative;neutral
Sus clases son efectivas y si me ayudan.;   efect  si  ayud;positive;positive
Una asignatura muy productiva, innovación y aprendizaje.; asignatur  product innov ;positive;positive
LO UNICO QUE LE FALLA ES QUE NO NOS EXPLICA COMO QUIERE EN SI LAS TAREAS.; unic   fall   no nos explic  quier  si  tar;negative;negative
una asignatura de mucha ayuda para la carrera del saber como comunicarse adecuadamente; asignatur   ayud   carrer    comunic adecu;positive;positive
Presume mucho que sabe hablar francés y es molesto escucharlo todo el rato.;presum    habl frances   molest escuch   rat;negative;negative
Creo que debería de explicar el los temas y no ponernos a investigar todo;cre  deb  explic     no pon  investig;negative;negative
Es la peor persona y sus conocimientos son nefastos.;  peor   susconoc  nefast;negative;negative
Daña las instalaciones rayando las ventanas e ignora las dudas de los estudiantes hombres, dando preferencia a las mujeres.;dañ  instal ray  ventan  ignor     estudi hombr dand preferent   mujer;negative;neutral
él mismo provoca distracciones como reproducir música o videos desde su computadora y eso nos desconcierta.; mism provoc distraccion  reproduc music o vide   comput   nos desconciert;negative;negative
es pertinente en establecer los tiempos de entrega con las tareas; pertinent  establec  tiemp  entreg   tar;positive;positive
solo quiere perjudicarnos no nos enseña sobre su materia; quier perjudic no nos enseñ  ;negative;negative
su misma actitud nos hace perder la atención;  actitud nos hac perd  atencion;negative;negative
debería ser más tolerante ya que estamos aprendiendo apenas;deb   toler    aprend apen;negative;negative
Debería conseguir su material en paginas mas confiables para sustentar sus clases.;deb     pagin  confiabl  sustent ;negative;negative
Debería cambiar su forma de dar clases y totalmente debería cambiar su actitud.;deb cambi  form  dar   total deb cambi  actitud;negative;negative
Debería renunciar a su puesto ya que es un fraude de profesor.;deb renunci   puest     fraud ;negative;negative
No permite el uso de tecnología dentro de su clase ni para buscar información sobre la clase.;no permit    tecnolog     ni  busc inform  ;negative;neutral
No estoy muy de acuerdo con la forma de trabajar ni en los temas que imparte.;no    acuerd   form  trabaj ni     impart;negative;positive
La calidad de las clases con este profesor han mejorado muchisimo, ejemplifica muy bien los temas.; calid       han mejor  ejemplif  bien ;positive;positive
En general me gusta la mecánica del curso, los temas se aclaran en forma de debate al igual que las dudas.; general  gust  mecan      aclar  form  debat  igual  ;positive;positive
Da por hecho que el estudiante lo sabe todo y obviamente eso es erroneo.;da  hech   estudi     obvi   errone;negative;negative
clases horriblemente tediosas y aburridas, no exige nada y siempre esta en mal plan.; horribl tedi  aburr no exig   siempr   mal plan;negative;negative
es desconcertante estar en clase y no entederle nada al profesor; desconcert     no ented  ;negative;negative
el profesor es descortés ni siquiera saluda al entrar al salón;   descortes ni siqu salud  entrar  salon;negative;negative
debería de lavarse los dientes o usar enguaje bucal;deb  lav  dient o  enguaj bucal;negative;negative
es descuidado no lleva un orden en la planeación de sus clases; descuid no llev  orden   planeacion  ;negative;negative
en su clase hay mucho desorden y eso no me motiva para aprender;   hay  desord   no  motiv  aprend;negative;negative
es realmente despiadado en los examenes; realment despiad   examen;negative;negative
es una persona muy déspota;    despot;negative;negative
siempre se desvía del tema, debería organizarse;siempr  desv   deb organiz;negative;negative
el profesor es muy educado y tiene paciencia con sus alumnos;    educ  tien pacienci  ;positive;positive
es realmente ejemplar su forma de impartir la clase de programación, no se iguala a otros; realment ejempl  form  impart    program no  igual  otros;positive;positive
el profesor es bastante engreído siempre presume lo que gana y curriculum pero no da clase;    engreid siempr presum   gan  curriculum per no da;negative;negative
es realmente un genio de las matemáticas y la lógica; realment  geni   matemat   logic;positive;negative
el profesor es imparcial, tiene favoritos en la clase;   imparcial tien favorit  ;negative;neutral
pienso que es un inepto debería dedicarse a otra cosa que no involucre dar clases;piens    inept deb dedic   cos  no involucr dar;negative;negative
clase dinámica y explicaciones muy claras;   explic  clar;positive;positive
explica bien y la clase es dinámica;explic bien    ;positive;positive
muy alivianado y muy buenas explicaciones; alivian   buen explic;positive;positive
Muy buenas explicaciones sobre sus temas; buen explic  ;positive;positive
puntual, explica bien, comprensiva;puntual explic bien comprens;positive;positive
puntual, tiene mucho conocimiento;puntual tien ;positive;positive
sabe del tema, ameno, explica bien;   ameno explic bien;positive;positive
sabe explicar muy bien los temas; explic  bien ;positive;positive
es un profesor muy lento y sus clases son aburridas;    lent     aburr;negative;negative
su clase es muy aburrida no logra la atencion de los alumnos;    aburr no logr  atencion  ;negative;negative
sus clases son entendibles ya que explica sus temas paso a paso;   entend   explic   pas  pas;positive;positive
es muy buena maestra pocas como ella en sus explicaciones;  buen  poc     explic;positive;positive
la clase es buena ya que explica bien;   buen   explic bien;positive;positive
el profesor muestra mucha atencion a nuestras dudas;  muestr  atencion  nuestr;positive;positive
es puntual y explica muy bien los temas; puntual  explic  bien ;positive;positive
puntual, las clases son dinámicas;puntual    dinam;positive;positive
resuelve dudas que nos surgen en clase;resuelv   nos surg ;positive;positive
sabe del tema a impartir pocos como el;    impart  ;positive;positive
sabe lo que dice, explica bien tiene buen dominio de los temas;   dic explic bien tien buen domini  ;positive;positive
el profesor hace muy dinámica su clase;  hac   ;positive;positive
debería hacerla más entretenida;deb hac  entreten;negative;negative
a veces no explica bien por lo que no ayuda para el examen; vec no explic bien    no ayud   exam;negative;positive
No sabe mucho del tema eso nos perjudica mucho;no      nos perjud;negative;negative
Sus clases aburridas, en momentos sale del tema;  aburr  moment sal ;negative;negative
muy bien definida la clase; bien defin ;positive;positive
La clase es dinámica y si hay dudas se resuelven;     si hay   resuelv;positive;positive
amplios conocimientos puedo contar con el para asesorias;ampliosconoc  cont    asesori;positive;positive
debería hacer más amena la clase;deb   amen ;negative;neutral
Es servicial, cualquier duda se resuelve en el momento; servicial    resuelv   moment;positive;positive
Buen profesor, mantiene mucho el orden;buen  mantien   orden;positive;positive
buena clase me gusta asistir a sus clases porque aprendo mucho;buen   gust asist     aprend;positive;positive
buena persona, conoce mucho;buen  conoc;positive;positive
Clase constructiva y didáctica; construct  didact;positive;positive
explica adecuadamente;explic adecu;positive;positive
muy bien sus clases entiendo los temas que nos explica; bien   entiend    nos explic;positive;positive
no tiene paciencia y eso no ayuda en nada;no tien pacienci   no ayud ;negative;neutral
Tiene experiencia a la hora de explicar lo que no logramos entender;tien      explic   no logr entend;positive;positive
Tiene mucha experiencia y fomenta el respeto en el grupo;tien    foment  respet  ;positive;positive
Falta a clases y eso no ayuda para el examen;falt     no ayud   exam;negative;negative
Su forma de calificar afecta a los alumnos; form  calific afect  ;negative;positive
es demasiado estricto eso no es bueno;  estrict  no  buen;negative;negative
Buen profesor, tiene conocimiento;buen  tien;positive;positive
Clase entretenida y buena explicacion de los temas; entreten  buen explicacion  ;positive;positive
Es dinámica su clase eso me gusta;      gust;positive;positive
Es firme con sus argumentos; firm   argument;positive;negative
Excelente pronunciación;excelent pronunci;positive;positive
Profesor puntual y mantiene el orden; puntual  mantien  orden;positive;positive
Pronuncia muy bien es una buena maestra de ingles;pronunci  bien   buen  ;positive;positive
Tiene conocimientos generales;tieneconoc general;positive;positive
debería hacer más amena la clase;deb   amen ;negative;neutral
debería ser más alivianado;deb   alivian;negative;negative
debería ser más paciente;deb   pacient;negative;negative
Va muy rápido no logro entender los temas;  rap no logr entend ;negative;positive
no tiene ninguna fortaleza en sus clases;no tien  fortalez  ;negative;negative
conenido bien explicado y ordenado;conen bien explic  orden;positive;positive
sabe de lo que está hablando, tiene experiencia;    esta habl tien;positive;positive
tiene mucho conocimiento;tien ;positive;positive
explica de forma adecuada;explic  form adecu;positive;positive
explica demasiado bien;explic  bien;positive;positive
Explica muy bien en la clase y lo que no entendemos nos ayuda a entenderlo;explic  bien       no entend nos ayud  entend;positive;positive
Nos explica cualquier duda y es paciente;nos explic     pacient;positive;positive
sabe da la materia, explica bien; da   explic bien;positive;positive
sabe mucho de los temas que se ven en clase;       ven ;positive;positive
es un profesor con buenos conociemientos;    buen conociemient;positive;positive
debería mejorar sus explicaciones;deb mejor  explic;negative;negative
debería terminar a su hora su clase;deb termin    ;negative;negative
buena maestra, buenas prácticas y buen conocimiento;buen  buen practic  buen;positive;positive
clase que abarca todos los aspectos;  abarc   aspect;positive;positive
Es muy atenta con los alumnos;  atent  ;positive;positive
Explica bien y es atenta además de ser linda;explic bien   atent    lind;positive;positive
explica muy bien , dinámica, buena clase;explic  bien   buen;positive;positive
explicación adecuada;explic adecu;positive;positive
La clase es muy amena y nos explica muy bien todo;    amen  nos explic  bien;positive;positive
Muy bieno explicando, conocimiento y paciente; bieno explic   pacient;positive;positive
Muy buena maestra; buen;positive;positive
es muy paciente y cuida que aprendamos bien;  pacient  cuid  aprend bien;positive;positive
paciente, explica bien y puntual;pacient explic bien  puntual;positive;positive
sabe mucho de programación web, explica bien y es linda;   program web explic bien   lind;positive;positive
debería apoyarse en las clases con un proyector;deb apoy      proyector;negative;negative
no contamos con un laboratorio que tenga buenos equipos de cómputo;no cont   laboratori  teng buen equip  comput;negative;positive
Reafirma temas y explica bien;reafirm   explic bien;positive;positive
Explicar más claro, fuentes bibliografías, errores en presentaciones;explic  clar fuent bibliograf error ;negative;neutral
Hablar más despacio y mayor tolerancia;habl  despaci   toler;negative;positive
el profesor muestra poca paciencia cuando tenemos dudas;  muestr poc pacienci  ;negative;positive
Es un buen profesor ya que profundiza en los temas que se ven en clase;  buen    profundiz      ven ;positive;positive
Promueve trabajo en equipo e investigación, explica bien.;promuev   equip  investig explic bien;positive;positive
Utiliza multimedia y promueve la participación en clase.;utiliz multimedi  promuev  particip ;positive;positive
Claridad en sus explicaciones es un buen maestro nos ayuda bastante;clarid   explic   buen  nos ayud;positive;positive
Clase Didáctica e Interactiva; didact  interact;positive;positive
Promoción de la participación en clase, explica bien.;promocion   particip   explic bien;positive;positive
Habla muy rápido y carácter cambiante;habl  rap  caract cambiant;negative;positive
Dar por entendido una clase con una sola explicación, no tiene control grupal;dar  entend     sol explic no tien control;negative;positive
El volumen de su voz es muy bajo; volum   voz   baj;negative;negative
No ha asistido a sus clases eso no es bueno para nosotros los alumnos;no  asist     no  buen  nosotr ;negative;positive
A veces llega tarde a clase y aun asi pasa lista; vec lleg tard     asi pas list;negative;neutral
